Filename,"Asset ID","Folder ID",CUSTOMFIELD1,CUSTOMFIELD20,CUSTOMFIELD21,CUSTOMFIELD22,CUSTOMFIELD23,CUSTOMFIELD24,CUSTOMFIELD25,CUSTOMFIELD26,CUSTOMFIELD27,CUSTOMFIELD28,CUSTOMFIELD29,CUSTOMFIELD30,CUSTOMFIELD31,CUSTOMFIELD32,CUSTOMFIELD33,CUSTOMFIELD34,CUSTOMFIELD35,CUSTOMFIELD36,CUSTOMFIELD40,CUSTOMFIELD52,CUSTOMFIELD53,CUSTOMFIELD54,Width,Height,KEYWORD
"2013-0402_CS SD Estimate_Cost Savings Initiatives-RECORD (2).pdf",98794236,6861316,New,Unknown,,,,,,,,,,,,,,,,,,,4/2/13,11/19/19,792,1224,"Eastern Rail Yard,The Shed,Americas,United States,NY - New York,Hudson Yards"
A-205-00.dwg,98794235,6861319,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,,,"Eastern Rail Yard,The Shed"
HYA_000000900-001_A.jpg,98794234,6861302,New,"Elkus Manfredi Architects","Needs Storage Approval","Related Companies Hudson Yards Storage Cabinet",,900,,HYA.900,1,"12.5"" x 19""",,,"Regular Perspective",,,4/23/15,"Kelly Turner,Julie Maher",,,,1/1/13,12/4/17,1500,1073,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects"
A-1C1-00.dwg,98794233,6861319,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,,,"Eastern Rail Yard,The Shed"
HYA_000000758-001_A.jpg,98794232,6861302,New,,,,,758,,HYA.758,1,"8.5"" x 11""",,"Concept Name Concept Options","Bird's Eye Perspective; Text; Presentation of inline retail; 1 of 6",,,4/23/15,,,,,1/1/12,10/20/17,1500,1201,
A-201-00.dwg,98794230,6861319,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,,,"Eastern Rail Yard,The Shed"
"14_0903_Principals Meeting_Design Update FINAL SHOWN (1)-30.jpg",98794229,6861329,New,Unknown,,,,,,,,,,,,,,,,,"Conceptual Design",,9/3/14,11/23/19,3300,1856,"Design Documents,Renderings,Architecture and Design,Eastern Rail Yard,The Shed"
HYA_000000858-001_A.jpg,98794228,6861302,New,,,,,858,,HYA.858,1,"11"" x 17""",,"Concept Name Gallery","Regular Perspective; (double-sided)",,,4/23/15,,,,,1/1/13,10/20/17,1500,967,
HYA_000000822-001_A.jpg,98794227,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,822,,HYA.822,1,"18"" x 25""","Trace Paper,Marker Pen,Color Pencil",,"Regular Perspective",,"2015-10-07 - MS- Deaccessioned",4/23/15,"Asset Atelier:",,"Conceptual Design",,1/1/12,12/12/17,1500,1064,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
HYA_000000445-001_B.jpg,98794226,6861336,,,,,,445,,HYA.445,1,"9.5"" x 3.5"" x 2""",,"50 HY","Craig Hartman",,,,,,,,,1/13/17,655,1500,
HYA_000000835-001_A.jpg,98794225,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,835,,HYA.835,1,"12"" x 12.5""","Trace Paper,Marker Pen",,"1 and 2",,"2015-10-07 - MS - Deaccessioned",4/23/15,"Asset Atelier:",,"Conceptual Design",,1/1/13,12/12/17,1234,1500,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
HYA_000000776-001_A.jpg,98794224,6861302,New,,,,,776,,HYA.776,1,"14"" x 18""",,"Concept Name Gallery","Regular Perspective",,,4/23/15,,,,,1/1/12,10/20/17,1500,1195,
HYA_000000759-001_A.jpg,98794223,6861302,New,,,,,759,,HYA.759,1,"8.5"" x 11""",,"Concept Name Concept Options","Text; Touch and Feel (experience); 2 of 6",,,4/23/15,,,,,1/1/12,10/20/17,1500,1163,
HYA_000000848-001_A.jpg,98794222,6861302,New,,,,,848,,HYA.848,1,"12"" x 17""",,"Concept Name Boxes Concept","Regular Perspective",,,4/23/15,,,,,1/1/13,10/20/17,1500,1151,
20110315_CS_Boundary_Pkg.pdf,98794221,6861308,New,"Kohn Pedersen Fox Associates",,,,,,,,,,,,,,,,,,,3/15/11,11/19/19,1224,792,"Eastern Rail Yard,The Shed,Americas,United States,NY - New York,Hudson Yards"
HYA_000000845-001_C.jpg,98794220,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,845,,HYA.845,1,"12"" x 18""","Trace Paper,Marker Pen,Color Marker Pen,Digital Print","Concept Name Southeast Entry","Regular Perspective; Text",,"2015-10-07 - MS - Deaccessioned",4/23/15,"Asset Atelier:",,"Conceptual Design",,1/1/13,12/13/17,1500,970,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects"
"cs design images rev.pdf",98794219,6861321,New,Unknown,,,,,,,,,,,,,,,,,,,,11/20/19,612,792,"Eastern Rail Yard,The Shed"
HYA_000000820-001_A.jpg,98794218,6861302,New,,,,,820,,HYA.820,1,"18"" x 19""",,"Concept Name Winter Garden","Regular Perspective",,,4/23/15,,,,,1/1/12,10/20/17,1500,1356,
HYA_000000794-001_A.jpg,98794216,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,794,,HYA.794,1,"12"" x 26""","Trace Paper,Marker Pen","Concept Name Atrium Study Sketches","Bird's Eye Perspective",,"2015-10-07 - MS - Deaccessioned",4/23/15,"Asset Atelier:",,"Conceptual Design",,1/1/12,12/11/17,1500,653,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
HYA_000000853-001_A.jpg,98794215,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,851,,HYA.851,1,"8.5"" x 11""","Color Digital Print","Concept Name Inspiration","Photo Copies of Existing Stores",,"2015-10-07 - MS - Deaccessioned",4/23/15,"Asset Atelier:",,"Conceptual Design",,1/1/13,12/13/17,1151,1500,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
"Culture Shed PowerPoint.ppt",98794214,6861308,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,,,"Eastern Rail Yard,The Shed"
"130919_Culture Shed_Board Materials_Print.pdf",98794212,6861316,New,Unknown,,,,,,,,,,,,,,,,,,,9/19/13,11/19/19,612,792,"Eastern Rail Yard,The Shed,Americas,United States,NY - New York,Hudson Yards"
HYA_000000798-001_A.jpg,98794211,6861302,New,,,,,798,,HYA.798,1,"18"" x 23""",,,"Bird's Eye Perspective",,,4/23/15,,,,,1/1/12,10/20/17,1500,1136,
HYA_000000872-001_A.jpg,98794210,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,872,,HYA.872,1,"12"" x 25""","Trace Paper,Marker Pen,Color Marker Pen","Concept Name Final Scheme","Regular Perspective; 1; 02 - Final Scheme 2B",,"2015-10-07 - MS - Deaccessioned",4/23/15,"Asset Atelier:",,"Conceptual Design",,1/1/13,12/13/17,1500,720,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
HYA_000000829-001_A.jpg,98794208,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,829,,HYA.829,1,"8.5"" x 11""","White Paper,Marker Pen",,"Bird's Eye Perspective",,"2015-10-07 - MS - Deaccessioned",4/23/15,"Asset Atelier:",,"Conceptual Design",,1/1/12,12/12/17,1500,1182,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
HYA_000000760-001_A.jpg,98794207,6861302,New,,,,,760,,HYA.760,1,"8.5"" x 11""",,"Concept Name Concept Options","Text; Materials; 3 of 6",,,4/23/15,,,,,1/1/12,10/20/17,1500,1191,
HYA_000000787-001_A.jpg,98794206,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,787,,HYA.787,1,"8.5"" x 11""","Vellum Paper,Pen","Concept Name Winter Garden - West Atrium Wall","Regular Perspective",,"2015-10-07 - MS - Deaccessioned",4/23/15,"Asset Atelier:",,"Conceptual Design",,1/1/12,12/11/17,1500,1255,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
HYA_000000732-001_A.jpg,98794205,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,732,,HYA.732,1,"11"" x 17""","Vellum Paper,Marker Pen","Concept Name Pavilion and Park","Regular Perspective",,"2015-10-07 - MS - Deaccessioned",4/22/15,"Asset Atelier:",,"Conceptual Design",,1/1/11,5/23/18,1500,1054,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
HYA_000000747-001_A.jpg,98794204,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,747,,HYA.747,1,"9"" x 20""","Trace Paper,Marker Pen,Color Marker Pen","Concept Name Pavilion and Park","Regular Perspective",,"2015-10-07 - MS - Deaccessioned",4/22/15,"Asset Atelier:",,"Conceptual Design",,1/1/11,5/23/18,1500,632,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
"14_0903_Principals Meeting_Design Update FINAL SHOWN (1)-28.jpg",98794203,6861329,New,Unknown,,,,,,,,,,,,,,,,,"Conceptual Design",,9/3/14,11/23/19,3300,1856,"Design Documents,Renderings,Architecture and Design,Eastern Rail Yard,The Shed"
"13_1213_RP - CS Princ Design Update FINAL from RWK-22.jpg",98794202,6861330,New,Unknown,,,,,,,,,,,,,,,,,"Conceptual Design",,12/13/13,11/23/19,1650,928,"Design Documents,Renderings,Architecture and Design,Diller Scofidio + Renfro,Architecture and Design,Eastern Rail Yard,The Shed"
HYA_000000830-001_A.jpg,98794201,6861302,New,,,,,830,,HYA.830,1,"12"" x 28""",,,"Bird's Eye Perspective",,,4/23/15,,,,,1/1/12,10/20/17,1500,686,
HYA_000000777-001_A.jpg,98794200,6861302,New,,,,,777,,HYA.777,1,"8.5"" x 11""",,"Concept Name West Atrium Terrace","Regular Perspective",,,4/23/15,,,,,1/1/12,10/20/17,1500,1236,
A-100-00.dwg,98794199,6861319,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,,,"Eastern Rail Yard,The Shed"
loading.pdf,98794198,6861305,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,1224,792,"Design Documents,Elevations,Eastern Rail Yard,The Shed,Americas,United States,NY - New York,Hudson Yards"
loading.pdf,98794198,6861305,New,,,,,,,,,,,,,,,,,,,,,11/19/19,1224,792,
HYA_000000812-001_A.jpg,98794196,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,812,,HYA.812,1,"12"" x 24""","Yellow Trace Paper,Marker Pen","Concept Name West Atrium",,,"2015-10-07 - MS - Deaccessioned",4/23/15,"Asset Atelier:",,"Conceptual Design",,4/23/15,12/12/17,1500,717,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
HYA_000000852-001_A.jpg,98794195,6861302,New,"Nelson Byrd Woltz Landscape Architects",Deaccessioned,"Returned to Original Lender",,852,,HYA.852,1,"8.5"" x 11""","Color Digital Print","Concept Name Inspiration","Photo Copies of Existing Stores",,"2015-10-07 - MS - Deaccessioned",4/23/15,"Asset Atelier:",,"Conceptual Design",,1/1/13,12/13/17,1164,1500,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
"12_0716 CS Related-Doctoroff Mtg - FINAL.pptx",98794194,6861309,New,Unknown,,,,,,,,,,,,,,,,,,,7/16/12,11/19/19,,,"Eastern Rail Yard,The Shed,Americas,United States,NY - New York,Hudson Yards"
HYA_000000742-001_A.jpg,98794193,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,742,,HYA.742,1,"8.5"" x 11""","Vellum Paper,Marker Pen","Concept Name Pavilion and Park","Bird's Eye Perspective",,"2015-10-07 - MS - Deaccessioned",4/22/15,"Asset Atelier:",,"Conceptual Design",,1/1/11,5/23/18,1184,967,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
HYA_000000753-001_A.jpg,98794192,6861302,New,,,,,753,,HYA.753,1,"12"" x 35""",,"Concept Name Concept","Text and Drawing",,,4/23/15,,,,,1/1/12,10/20/17,1500,564,
HYA_000000873-001_A.jpg,98794190,6861302,New,"Elkus Manfredi Architects","Needs Storage Approval","Related Companies Hudson Yards Storage Cabinet",,873,,HYA.873,1,"12"" x 28""",,,"Regular Perspective",,,4/23/15,"Julie Maher,Kelly Turner",,,,1/1/13,4/13/18,1500,708,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects"
HYA_000000736-001_A.jpg,98794189,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,736,,HYA.736,1,"8.5"" x 11""","Vellum Paper,Marker Pen","Concept Name Pavilion and Park","Regular Perspective",,"2015-10-07 - MS - Deaccessioned",4/22/15,"Asset Atelier:",,"Conceptual Design",,1/1/11,5/23/18,1500,1297,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
13_0726_50PercentDD_Drawings.pdf,98794188,6861322,New,Unknown,,,,,,,,,,,,,,,,,,,7/26/13,11/19/19,3456,2592,"Eastern Rail Yard,The Shed,Americas,United States,NY - New York,Hudson Yards"
HYA_000000818-001_A.jpg,98794187,6861302,New,,,,,818,,HYA.818,1,"11"" x 17""",,"Concept Name Nordstrom Northeast Entry","Regular Perspective",,,4/23/15,,,,,1/1/12,10/20/17,1500,1019,
HYA_000000783-001_A.jpg,98794186,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,783,,HYA.783,1,"8.5"" x 11""","Vellum Paper,Marker Pen","Concept Name Clouds",Text,,"2015-10-07 - MS - Deaccessioned",4/23/15,"Asset Atelier:",,"Conceptual Design",,1/1/12,4/13/18,1500,1204,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
HYA_000000723-001_A.jpg,98794185,6861302,New,,,,,723,,HYA.723,1,"8.5"" x 11""",,"Concept Name Pavilion and Park","Regular Perspective",,,4/22/15,,,,,1/1/11,10/20/17,1500,1212,
HYA_000000898-001_A.jpg,98794184,6861302,New,,,,,898,,HYA.898,1,"12.5"" x 19""",,,"Regular Perspective",,,4/23/15,,,,,1/1/13,10/20/17,1500,1043,
"12_1204 CS RP meeting FINAL.pdf",98794183,6861309,New,Unknown,,,,,,,,,,,,,,,,,,,12/4/12,11/20/19,2592,1728,"Eastern Rail Yard,The Shed,Americas,United States,NY - New York,Hudson Yards"
"HY-TD_Updated Exhibit Plans for Agreement_2013-12-12 (1).pdf",98794182,6861316,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,1584,1008,"Eastern Rail Yard,The Shed"
HYA_000000712-001_A.jpg,98794181,6861302,New,,,,,712,,HYA.712,1,"8.5"" x 11""",,"Concept Name Pavilion and Park","Bird's Eye Perspective",,,4/22/15,,,,,1/1/11,10/20/17,1149,1500,
HYA_000000735-001_A.jpg,98794180,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,735,,HYA.735,1,"8.5"" x 11""","Vellum Paper,Marker Pen","Concept Name Pavilion and Park","Regular Perspective",,"2015-10-07 - MS - Deaccessioned",4/22/15,"Asset Atelier:",,"Conceptual Design",,1/1/11,5/23/18,1500,1265,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
"SIGNATURE CORE AND SHELL exhbits -DRAFT 10-9-08.doc",98794179,6861316,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,,,"Eastern Rail Yard,The Shed"
"03 Culture Shed Fully Deployed.jpg",98794178,6861308,New,Unknown,,,,,,,,,,,,,,,,,,,,11/23/19,4672,3104,"Eastern Rail Yard,The Shed"
HYA_000000731-001_A.jpg,98794177,6861302,New,,,,,731,,HYA.731,1,"11"" x 17""",,"Concept Name Pavilion and Park","Regular Perspective",,,4/22/15,,,,,1/1/11,10/20/17,1500,1020,
HYA_000000724-001_A.jpg,98794176,6861302,New,,,,,724,,HYA.724,1,"8.5"" x 11""",,"Concept Name Pavilion and Park","Regular Perspective",,,4/22/15,,,,,1/1/11,10/20/17,1500,1202,
HYA_000000738-001_A.jpg,98794175,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,738,,HYA.738,1,"8.5"" x 11""","Vellum Paper,Marker Pen","Concept Name Pavilion and Park","Bird's Eye Perspective",,"2015-10-07 - MS - Deaccessioned",4/22/15,"Asset Atelier:",,"Conceptual Design",,11/16/11,5/23/18,1500,1212,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
HYA_000000713-001_A.jpg,98794174,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,713,,HYA.713,1,"8.5"" x 11""","Graph Paper,Marker Pen","Concept Name Pavilion and Park","Bird's Eye Perspective",,"2015-10-07 - MS - Deaccessioned",4/22/15,"Asset Atelier:",,"Conceptual Design",,1/1/11,5/23/18,1138,1500,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
HYA_000000901-001_A.jpg,98794173,6861302,New,,,,,901,,HYA.901,1,"12.5"" x 19""",,,"Regular Perspective",,,4/23/15,,,,,1/1/13,10/20/17,1500,1041,
HYA_000000741-001_A.jpg,98794172,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,741,,HYA.741,1,"8.5"" x 11""","Vellum Paper,Marker Pen","Concept Name Pavilion and Park","Bird's Eye Perspective",,"2015-10-07 - MS - Deaccessioned",4/22/15,"Asset Atelier:",,"Conceptual Design",,1/1/11,5/23/18,1252,1500,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
kinetic_3.pdf,98794170,6861305,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,1224,792,"Eastern Rail Yard,The Shed"
kinetic_3.pdf,98794170,6861305,New,,,,,,,,,,,,,,,,,,,,,11/19/19,1224,792,
HYA_000000687-001_A.jpg,98794169,6861302,New,,,,,687,,HYA.687,1,"12"" x 9""",,"Concept Name Pavilion and Park","Bird's Eye Perspective",,,4/22/15,,,,,1/1/11,10/20/17,1120,1500,
egress.pdf,98794168,6861305,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,1224,792,"Eastern Rail Yard,The Shed"
egress.pdf,98794168,6861305,New,,,,,,,,,,,,,,,,,,,,,11/19/19,1224,792,
A-103-00.dwg,98794167,6861319,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,,,"Eastern Rail Yard,The Shed"
HYA_000000768-001_A.jpg,98794166,6861302,New,,,,,768,,HYA.768,1,"8.5"" x 11""",,"Concept Name West Atrium Roof Studies","Regular Perspective",,"2015-10-07 - MS - Possibly Keep",4/23/15,,,,,1/1/12,10/20/17,1500,1230,
HYA_000000694-001_A.jpg,98794164,6861302,New,,,,,694,,HYA.694,1,"8.5"" x 11""",,"Concept Name Pavilion and Park","Bird's Eye Perspective; (double-sided)",,,4/22/15,,,,,1/1/11,10/20/17,1500,1254,
HYA_000000775-001_A.jpg,98794161,6861302,New,,,,,775,,HYA.775,1,"8.5"" x 11""",,"Concept Name Winter Garden","Regular Perspective",,,4/23/15,,,,,1/1/12,10/20/17,1500,1195,
A300.dwg,98794160,6861306,New,,,,,,,,,,,,,,,,,,,,,11/19/19,,,
HYA_000000782-001_A.jpg,98794159,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,782,,HYA.782,1,"8.5"" x 11""","Vellum Paper,Marker Pen",,"Regular Perspective",,"2015-10-07 - MS - Deaccessioned",4/23/15,"Asset Atelier:",,"Conceptual Design",,1/1/12,12/11/17,1500,1178,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
"2009_Nov_03_TT_Building_Skin_Description updated.pdf",98794158,6861306,New,Unknown,,,,,,,,,,,,,,,,,,,11/3/09,11/19/19,792,612,"Eastern Rail Yard,The Shed,Americas,United States,NY - New York,Hudson Yards"
kinetic_2.pdf,98794157,6861305,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,1224,792,"Eastern Rail Yard,The Shed"
kinetic_2.pdf,98794157,6861305,New,,,,,,,,,,,,,,,,,,,,,11/19/19,1224,792,
HYA_000000734-001_A.jpg,98794156,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,734,,HYA.734,1,"8.5"" x 11""","Graph Paper,Marker Pen","Concept Name Pavilion and Park","Bird's Eye Perspective",,"2015-10-07 - MS - Deaccessioned",4/22/15,"Asset Atelier:",,"Conceptual Design",,1/1/11,5/23/18,1182,1500,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
HYA_000000764-001_A.jpg,98794155,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,764,,HYA.764,1,"12"" x 28""","Trace Paper,Pen","Concept Name Planning Concept","Bird's Eye Perspective",,"2015-10-07 - MS - Deaccessioned",4/23/15,"Asset Atelier:",,"Conceptual Design",,1/1/12,5/23/18,1500,701,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
"Construction Rules--11-7-13.docx",98794154,6861316,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,,,"Eastern Rail Yard,The Shed"
HYA_000000833-001_A.jpg,98794153,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,833,,HYA.833,1,"11"" x 16""","Trace Paper,Marker Pen,Color Pencil","Concept Name Wall Treatment","Regular Perspective",,"2015-10-07 - MS - Deaccessioned",4/23/15,"Asset Atelier:",,"Conceptual Design",,1/1/13,12/12/17,1500,1087,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
"14_0903_Principals Meeting_Design Update FINAL SHOWN (1)_Page_25.jpg",98794152,6861326,New,Unknown,,,,,,,,,,,,,,,,,,,9/3/14,11/23/19,2101,1182,"Design Documents,Renderings,Eastern Rail Yard,The Shed,Americas,United States,NY - New York,Hudson Yards"
"Davis Langdon - Culture Shed Estimate Report 3-29-13 _to RP.pdf",98794150,6861316,New,Unknown,,,,,,,,,,,,,,,,,,,3/28/13,11/19/19,792,612,"Eastern Rail Yard,The Shed,Americas,United States,NY - New York,Hudson Yards"
HYA_000000716-001_A.jpg,98794149,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,716,,HYA.716,1,"9"" x 12""","Trace Paper,Pen","Concept Name Pavilion and Park","Bird's Eye Perspective",,"2015-10-07 - MS - Deaccessioned",4/22/15,"Asset Atelier:",,"Conceptual Design",,1/1/11,5/23/18,1500,1269,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
A302.dwg,98794148,6861306,New,,,,,,,,,,,,,,,,,,,,,11/19/19,,,
HYA_000000720-001_A.jpg,98794146,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,720,,HYA.720,1,"8"" x 12""","White Cardboard,Pen","Concept Name Pavilion and Park","Bird's Eye Perspective",,"2015-10-07 - MS - Deaccessioned",4/22/15,"Asset Atelier:",,"Conceptual Design",,1/1/11,5/23/18,1500,1072,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
"Culture Shed Security Questions(po lz comments) 8 07 13.doc",98794145,6861316,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,,,"Eastern Rail Yard,The Shed"
HYA_000000728-001_A.jpg,98794144,6861302,New,,,,,728,,HYA.728,1,"9"" x 12""",,"Concept Name Pavilion and Park","Bird's Eye Perspective; Text",,,4/22/15,,,,,1/1/11,10/20/17,1500,1242,
HYA_000000780-001_A.jpg,98794143,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,780,,HYA.780,1,"8.5"" x 11""","Color Digital Print",,"Regular Perspective",,"2015-10-07 - MS - Deaccessioned",4/23/15,"Asset Atelier:",,"Conceptual Design",,1/1/12,5/23/18,1500,1208,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
HYA_000000693-001_A.jpg,98794142,6861302,New,,,,,693,,HYA.693,1,"12"" x 35""",,"Concept Name Pavilion and Park","Bird's Eye Perspective",,,4/22/15,,,,,1/1/11,10/13/17,1500,638,"Americas,United States,NY - New York,Hudson Yards"
"Culture Shed NYC_Naming for arts spaces.docx",98794141,6861316,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,,,"Eastern Rail Yard,The Shed"
"CS Open Issues List 10_31.docx",98794140,6861316,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,,,"Eastern Rail Yard,The Shed"
HYA_000001553-001_B.jpg,98794139,6861300,,,,,,1553,,HYA.1553,1,"27"" x 22"" x 18.5""",,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,,1/13/17,359,1470,
HYA_000000746-001_A.jpg,98794138,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,746,,HYA.746,1,"8.5"" x 11""","Vellum Paper,Marker Pen","Concept Name Pavilion and Park","Bird's Eye Perspective",,"2015-10-07 - MS - Deaccessioned",4/22/15,"Asset Atelier:",,"Conceptual Design",,1/1/11,4/9/18,1266,1500,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
HYA_000000744-001_A.jpg,98794137,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,744,,HYA.744,1,"8.5"" x 11""","Vellum Paper,Marker Pen","Concept Name Pavilion and Park","Bird's Eye Perspective",,"2015-10-07 - MS - Deaccessioned",4/22/15,"Asset Atelier:",,"Conceptual Design",,1/1/11,3/15/18,1500,1223,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
A-206-00.dwg,98794135,6861319,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,,,"Eastern Rail Yard,The Shed"
"2012_02-06 Culture Shed imagery_Page_12.jpg",98794132,6861313,New,Unknown,,,,,,,,,,,,,,,,,,,2/6/12,11/23/19,2450,1838,"Eastern Rail Yard,The Shed,Americas,United States,NY - New York,Hudson Yards"
HYA_000000702-001_A.jpg,98794131,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,702,,HYA.702,1,"7.5"" x 4.5""","Paper Napkin,Marker Pen","Concept Name Pavilion and Park","Bird's Eye Perspective; (double-sided); Max's Deli",,"2015-10-07 - MS - Deaccessioned",4/22/15,"Asset Atelier:",,"Conceptual Design",,1/1/11,2/26/18,859,1500,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
HYA_000000691-001_A.jpg,98794130,6861302,New,,,,,691,,HYA.691,1,"12"" x 26""",,"Concept Name Pavilion and Park","Bird's Eye Perspective; Text",,,4/22/15,,,,,1/1/11,10/20/17,1500,804,
